X_Value	laser_0	laser_1	laser_2	Untitled	Untitled 1	Untitled 2
1.420000	-0.026074	0.027431	-0.016849	0.000823	0.000584	0.001582
1.430000	0.004021	-0.003575	-0.016484	0.001313	-8.761145E-5	0.000206
1.440000	-0.002545	-0.000748	0.001299	0.001583	-0.000648	0.001109
1.450000	-0.019690	-0.005216	-0.004082	0.001276	0.000127	0.001507
1.460000	0.012776	0.037919	0.017987	0.000596	-0.000236	-0.000999
1.470000	-0.001269	0.004906	0.014978	-5.511002E-5	0.000233	0.001373
1.480000	-0.004825	0.040290	0.014704	-0.000562	0.000663	-0.001365
1.490000	-0.000357	0.042570	-0.000981	-0.000403	0.000492	0.001326
1.500000	-0.016954	-0.002572	-0.018856	0.000103	0.000691	-0.000336
1.510000	0.016241	0.039925	0.020906	0.000997	8.492558E-5	0.000273
1.520000	0.000920	0.002170	-0.013840	0.001602	0.000239	0.001613
1.530000	0.014964	0.024787	0.011056	0.001607	-0.000351	-0.001083
1.540000	0.005753	0.024148	-0.009736	0.001230	-0.000327	0.002673
1.550000	-0.025526	0.019133	0.006862	0.000323	6.193948E-5	-0.000599
1.560000	-0.009111	0.045215	0.025374	-0.000486	0.000283	0.000531
1.570000	-0.030542	0.014117	0.019994	-0.001396	0.001553	-0.000811
1.580000	0.026728	0.020865	0.002211	-0.001500	0.000839	-0.001253
1.590000	-0.012121	0.018221	0.010874	-0.000872	0.000424	0.000542
1.600000	0.001467	0.006457	-0.066642	1.356516E-6	0.000201	-0.000858
1.610000	0.006118	0.027431	-0.005815	0.001422	-0.000209	0.002233
1.620000	-0.035375	0.009284	-0.039192	0.002038	-0.000272	0.000200
1.630000	-0.044495	0.031535	-0.016849	0.002355	-0.000293	0.001300
1.640000	-0.000904	0.016762	-0.000434	0.002073	9.762473E-5	0.000742
1.650000	-0.004734	-0.011965	-0.000525	0.001043	-0.000242	-0.000133
1.660000	0.007395	0.043299	0.020632	6.593479E-5	0.000223	0.001903
1.670000	0.003109	-0.005308	0.013154	-0.000941	0.000808	-0.001334
1.680000	0.005206	-0.027650	0.059208	-0.000947	0.000885	0.000547
1.690000	-0.008747	0.048224	0.007317	-0.000535	0.000963	-0.001263
1.700000	-0.010023	0.011016	-0.019859	0.000393	-0.000288	0.000236
1.710000	0.009675	0.026520	0.014978	0.001343	-0.000642	0.001770
1.720000	-0.009202	-0.012421	-0.010557	0.001462	-0.000355	0.000385
1.730000	0.003018	0.006274	0.003943	0.001439	0.000259	0.001540
1.740000	0.015420	0.021321	-0.003170	0.000790	0.000876	-0.000474
1.750000	-0.025253	0.023054	-0.022868	0.000352	0.000463	0.000194
1.760000	0.024540	0.062998	-0.006088	-0.000295	0.000508	5.658649E-5
1.770000	-0.012212	-0.028015	-0.019950	-0.000688	0.000145	0.000432
